,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent
437,31.96732095,11.48158715,39.24096484,3.532517165,445.7498412
438,32.14906052,10.04731474,37.18144731,3.535088428,392.9922559
439,33.91884418,12.42873693,37.30536188,4.158214653,565.9943634
440,33.20061634,11.96598027,36.83153585,3.549036057,499.1401524
441,32.5367749,11.12136606,36.97937237,4.129254688,510.5394217
442,34.0836633,8.668349517,35.90675637,2.252445963,308.5277466
443,33.02502014,12.50421981,37.64583879,4.051382465,561.516532
444,31.26810421,12.13250911,35.45679815,3.072076141,423.4705332
445,32.21292383,11.73299146,35.63395395,4.331863027,513.1531119
446,33.4995061,11.94659088,36.48632507,3.937862643,529.1945189
447,32.90485367,12.55610762,37.80550943,0.26990109,314.4385183
448,32.20465465,12.48070152,37.68028761,3.27946626,478.584286
449,32.67515451,12.59419407,37.68387537,2.571777835,444.582165
450,32.99838766,10.94684194,37.64780806,3.826030618,475.0154071
451,33.94311858,11.48419869,36.83936583,2.402453833,436.7205559
452,33.55210836,11.12087087,36.80837606,4.027813842,521.1953105
453,33.67683087,10.97139243,37.72236711,3.629339915,478.1830597
454,32.64194637,11.58894858,36.32214092,3.189609942,432.4811686
455,33.42121218,10.70664152,35.7661535,3.393975043,438.3037078
456,32.76707608,11.07625934,34.7797505,2.57494847,388.9405488
457,33.11995443,12.95326254,37.03427958,3.47202138,534.7714849
458,35.37187609,10.5724666,36.86218335,4.198349061,537.9157529
459,33.97608258,11.65803681,37.42527868,2.086348147,407.8763782
460,34.03416353,13.59251266,36.83865679,3.605933918,618.8459704
461,32.77049216,11.37176736,35.26149812,4.03438613,502.7710746
462,33.50381038,11.23341495,37.21115258,2.32055025,397.4205841
463,31.87455169,10.29035077,36.92976156,3.491093337,392.2852442
464,32.53323998,14.12178384,38.40632901,5.320093864,689.2356998
465,34.85131417,12.41554196,37.67232248,3.130538462,543.1326263
466,34.21146128,10.77024892,34.64980005,4.985204971,577.7360249
467,33.45961932,12.66439052,36.36684325,1.726962043,436.5807403
468,34.20053941,12.66780888,37.48704925,3.701622287,553.9946736
469,31.1695068,13.97018107,36.67395274,1.785173945,427.3565308
470,32.51819681,11.50925345,36.59928909,3.02267576,424.7287739
471,34.52301962,11.40577045,36.37827101,4.041244969,541.049831
472,33.66599032,12.26371768,38.86023443,3.139526935,469.3831462
473,31.60983957,12.7107013,36.16646339,2.562818811,444.5455497
474,33.70088554,13.47157767,37.0716432,2.379076497,492.5568337
475,33.81173341,11.18680872,36.29889308,4.301996499,535.3216101
476,34.33667722,11.24681261,38.68258378,2.094761669,408.9583359
477,31.06132516,12.35763811,36.16604163,4.089330841,487.5554581
478,33.0697683,11.76432596,36.87502581,3.516051017,487.6462317
479,34.60624245,11.7618838,38.1265198,1.820810618,402.1671222
480,34.23824191,11.55030011,35.76932963,4.183143662,551.0230017
481,32.04781463,12.48266992,35.53602453,3.393902788,497.3895578
482,30.97167564,11.73136429,36.07455114,4.426364081,494.6386098
483,33.60685082,12.21407375,37.19842782,2.905238361,479.2474168
484,33.44812501,11.90375668,36.8745436,2.782757828,462.6565189
485,33.36938094,12.22248394,36.35523488,3.447017793,515.5024797
486,33.45229528,12.00591637,36.53409567,4.712233579,576.4776072
487,32.90469244,11.91374515,36.0586476,1.228112423,357.8579836
488,35.63085386,12.12540197,38.18776368,4.019051427,597.7398789
489,32.24635,11.30555143,37.13312676,1.707389729,327.3779526
490,34.69559119,11.60899707,37.68487728,3.163091931,510.4013885
491,34.34392191,11.6930582,36.81293413,3.447092896,510.5014785
492,33.68093695,11.20156988,37.83544773,2.208813678,403.8195198
493,32.0609144,12.62543264,35.53914243,5.41235784,627.6033187
494,33.4310971,13.35063168,37.96597162,2.768851943,510.6617922
495,33.23765998,13.56615961,36.4179848,3.746572973,573.8474377
496,34.70252897,11.69573629,37.19026771,3.576525915,529.0490041
497,32.64677668,11.49940906,38.33257633,4.958264473,551.6201455
498,33.32250105,12.39142299,36.84008573,2.336484668,456.4695101
499,33.71598092,12.41880832,35.77101619,2.735159567,497.7786422
